Fecha de inicio,Fecha de finalización,Tipo de respuesta,Dirección IP,Progreso,Duración (en segundos),Finalizado,Fecha registrada,ID de respuesta,Apellido del destinatario,Nombre del destinatario,Correo electrónico del destinatario,Referencia a datos externos,Latitud de la ubicación,Longitud de la ubicación,Canal de la distribución,Idioma del usuario,1. Nivel socioeconómico al que usted pertenece,2. Situación laboral actual - Selected Choice,2. Situación laboral actual - Otro - Texto,3. Ocupación para la que está capacitada,4. Ubicación geográfica - Selected Choice,4. Ubicación geográfica - Otra ciudad - Texto,5. ¿Qué porcentaje máximo de los ingresos mensuales familiares puede pagar a sus trabajadoras del  hogar?,6. Nivel de escolaridad,7. Identidad sexual con la que usted se reconoce​,8. Edad,"9. ¿Platica con sus vecinos, familiares o amigos sobre las condiciones laborales de sus trabajadoras del hogar (salarios, horarios, tareas, desempeño, etc.)?",10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Selected Choice,10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Otra - Texto,11. ¿Quién define el salario y la contratación de las trabajadoras del hogar?,12. El salario que usted ofrece se encuentra:,13. ¿Cómo considera al salario que ofrece? (puede elegir una o más opciones),14. ¿Qué criterios considera más importantes para establecer que su empleada tiene un buen desempeño laboral? (puede elegir una o más opciones),15. Motivos por los que alguna vez ha tenido que despedir a  alguna empleada (puede elegir una o más opciones),16. ¿En qué condiciones considera pertinente ajustar los salarios?​ (puede elegir una o más opciones),17. ¿Qué tipo de decisiones toma la empleada al momento de establecer la relación laboral? (puede elegir una o más opciones),18. ¿Qué tan seguido realiza ajustes a los salarios? (puede elegir una o más opciones),19. ¿Qué suele hacer para conseguir a sus trabajadoras del hogar? (puede elegir una o más opciones),20. ¿Qué criterios son los más importantes al momento de contratar a una empleada? (puede elegir una o más opciones),21. ¿A qué tipo de recomendaciones le da más importancia? (puede elegir una o más opciones),22. ¿Qué tipo de empleo le ofrece a sus trabajadoras del hogar?,23. ¿Cuántas trabajadoras del hogar suele tener en casa al mismo tiempo? ​,24. ¿Ofrece algún tipo de prestación laboral? (puede elegir una o más opciones),25. ¿Considera usted que las prestaciones del IMSS (servicios médicos y pensión laboral) son convenientes para sus trabajadoras del hogar? (puede elegir una o más opciones),26. ¿Bajo qué condiciones estaría dispuesta a registrar a su empleada en el IMSS? (puede elegir una o más opciones)
14/04/2023 07:37,14/04/2023 07:46,IP Address,177.228.250.102,100,566,True,14/04/2023 07:46,R_1nUR0RjytRLPJEC,,,,,19.1681,-96.1836,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Otra ciudad,Veracruz Puerto,Entre el 7.1 y el 9%,Posgrado,Mujer,Entre 51 y 60,"Si, pero solo cuando se trata de familiares o amigos","Salarios que pagan los vecinos,Salario mínimo,Ingresos de los miembros del hogar",,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,"Un pago digno que le permite a la empleada vivir con decoro,Vinculado  a su antigüedad,Justo en tanto que es lo que usted puede pagar","Es confiable,Realiza en tiempo y forma las tareas asignadas,Es respetuosa,Es discreta,Realiza tareas diversas (cocina, plancha, etc.)","Por desconfianza,Por incompetencia","Cuando los salarios que pagan los vecinos se incrementan o se reducen,Cuando considero que los salarios se han estancado en relación con la inflación  observada",Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares","Su edad,Recomendaciones de conocidos,Experiencia laboral","Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",De planta (pernocta en el hogar) (mas de 48 horas),Una sola,"Una o más comidas al día,Alojamiento,Transporte,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes","Si, porque cobija a mis empleadas","Si los trámites son sencillos,Si lleva trabajando varios años con usted,A cambio de reducir prestaciones que usted ya ofrece,Si me obligan por ley"
14/04/2023 07:50,14/04/2023 07:59,IP Address,84.211.54.183,100,528,True,14/04/2023 07:59,R_22nXLDEjEz8Rs21,,,,,60.3963,5.3214,anonymous,ES,Clase alta,Estudiante,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 3.1 y el 5%,Licenciatura,Mujer,Entre 18 y 30 años,Tanto con familiares como  con vecinos,"Salarios que pagan los familiares o amigos,Otra",El precio que da la trabajadora por sus servicios,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,"Relacionado a sus cualificaciones y desempeño laboral,Justo en tanto que es lo que usted puede pagar","Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa",Nunca ha ocurrido,"Cuando me entero que hay una modificación en los salarios mínimos,Cuando considero que los salarios se han estancado en relación con la inflación  observada",Ella sugiere su salario,"Al inicio de cada año,De forma irregular","Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Tareas que puede realizar,Experiencia laboral","Recomendaciones de mis amigos y familiares,Cartas de recomendación de desconocidos",No más de dos días a la semana (menos de 15 horas),Una sola,Ninguna,"Si, porque cobija a mis empleadas","Si los trámites son sencillos,Sin condicionamiento alguno,Si me obligan por ley"
14/04/2023 07:54,14/04/2023 08:05,IP Address,201.141.107.239,100,664,True,14/04/2023 08:05,R_2zFK3RyAFQMdEXe,,,,,19.4326,-99.1332,anonymous,ES,Clase media-alta,Trabajador por cuenta propia,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 3.1 y el 5%,Posgrado,Hombre,Más de 61 años,Tanto con familiares como  con vecinos,"Salarios que pagan los vecinos,Salarios que pagan los familiares o amigos",,Ambos,No lo sabe,Justo en tanto que es lo que usted puede pagar,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa,Es discreta,Realiza tareas diversas (cocina, plancha, etc.)",Nunca ha ocurrido,"Cuando los salarios que pagan los vecinos se incrementan o se reducen,Cuando me entero que hay una modificación en los salarios mínimos,Cuando considero que los salarios se han estancado en relación con la inflación  observada","Acepta o rechaza la propuesta de trabajo que usted le hace,Negocia con usted el salario a recibir","Al inicio de cada año,De forma irregular","Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Recomendaciones de conocidos,Personalidad y apariencia","Recomendaciones de mis amigos y familiares,Recomendaciones verbales de familiares de la empleada",No más de dos días a la semana (menos de 15 horas),Dos,"Una o más comidas al día,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes,Préstamos personales","Si, porque cobija a mis empleadas","Sin condicionamiento alguno,Si me obligan por ley"
14/04/2023 08:13,14/04/2023 08:18,IP Address,189.203.2.221,100,326,True,14/04/2023 08:18,R_2BA5tRJ6tTDe4R2,,,,,19.4326,-99.1332,anonymous,ES,Clase alta,Empleado,,"Funcionario, director o jefe",Ciudad de México o área conurbada,,Entre el 1 y el 3 %,Posgrado,Mujer,Entre 18 y 30 años,"Si, pero solo cuando se trata de familiares o amigos",Otra,Expectativa salarial de la empleada del hogar,Ambos,No lo sabe,Relacionado a sus cualificaciones y desempeño laboral,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es respetuosa,Realiza tareas diversas (cocina, plancha, etc.)",Nunca ha ocurrido,Cuando considero que los salarios se han estancado en relación con la inflación  observada,"Ella sugiere su salario,Ella establece los días, horas y el horario",De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,"Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales","Si, porque cobija a mis empleadas",Sin condicionamiento alguno
14/04/2023 08:13,14/04/2023 08:18,IP Address,187.190.189.85,100,253,True,14/04/2023 08:18,R_3qOtnFIWBOKTnEk,,,,,19.4326,-99.1332,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 3.1 y el 5%,Licenciatura,Hombre,Entre 18 y 30 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Relacionado a sus cualificaciones y desempeño laboral,Es dedicada,Por desconfianza,Cuando me entero que hay una modificación en los salarios mínimos,"Ella establece los días, horas y el horario",Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,"Recomendaciones de mis amigos y familiares,Recomendaciones verbales de familiares de la empleada",No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Transporte,Aguinaldo,Préstamos personales","Si, porque cobija a mis empleadas",Si los trámites son sencillos
14/04/2023 08:23,14/04/2023 08:29,IP Address,187.189.149.60,100,358,True,14/04/2023 08:29,R_1lv3WsHEWJUiGN2,,,,,20.6762,-103.3469,anonymous,ES,Clase media-alta,Empleado,,"Funcionario, director o jefe",Otra ciudad,,Entre el 7.1 y el 9%,Posgrado,Hombre,Entre 41 y 50 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Realiza tareas diversas (cocina, plancha, etc.)",Por desconfianza,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Negocia con usted el salario a recibir,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Transporte,Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales","No, porque no me alcanza para pagarlo","Si los trámites son sencillos,Si no tuviera que pagar la cuota patronal correspondiente,Si la empleada fuera de tiempo completo"
14/04/2023 08:24,14/04/2023 08:41,IP Address,187.188.13.180,100,996,True,14/04/2023 08:41,R_2y2BGiQ9j3is4HW,,,,,21.9419,-102.2756,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Otra ciudad,Aguascalientes,Entre el 7.1 y el 9%,Posgrado,Hombre,Entre 51 y 60,Nunca tocamos ese tema,Salarios que pagan los vecinos,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Relacionado a sus cualificaciones y desempeño laboral,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada",Por incompetencia,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Acepta o rechaza la propuesta de trabajo que usted le hace,De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,"Recomendaciones verbales de ex-empleadas,Recomendaciones de vecinos​",No más de dos días a la semana (menos de 15 horas),Dos,"Aguinaldo,Préstamos personales","No, porque la empleada no lo valora",Sin condicionamiento alguno
14/04/2023 08:27,14/04/2023 08:33,IP Address,189.164.187.223,100,334,True,14/04/2023 08:33,R_Z2yoFKd4QCtSE6d,,,,,19.0631,-98.2217,anonymous,ES,Clase media-baja,Empleado,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Licenciatura,Mujer,Entre 18 y 30 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Algún familiar o amigo,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Realiza tareas diversas (cocina, plancha, etc.)","Por desconfianza,Por un pérdida de empleo entre los miembros del hogar",Cuando no logra encontrar a la empleada de su conveniencia,Acepta o rechaza la propuesta de trabajo que usted le hace,Cuando contrata a una nueva empleada,Le pregunto a trabajadores conocido,Tareas que puede realizar,Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,Una o más comidas al día,"No, porque no me alcanza para pagarlo,No, porque incentiva demandas laborales injustificadas","A cambio de reducir su salario,Si me obligan por ley"
14/04/2023 08:41,14/04/2023 08:50,IP Address,189.232.34.71,100,539,True,14/04/2023 08:50,R_1eLcUpGxhVLMSEY,,,,,19.4847,-99.2452,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 3.1 y el 5%,Posgrado,Mujer,Más de 61 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los vecinos,,Usted,No lo sabe,Justo en tanto que es lo que usted puede pagar,"Es confiable,Es discreta",Por desconfianza,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Acepta o rechaza la propuesta de trabajo que usted le hace,De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Aguinaldo,Vacaciones con goce de sueldo","No, porque no me alcanza para pagarlo",Si la empleada fuera de tiempo completo
14/04/2023 08:43,14/04/2023 08:51,IP Address,72.180.168.137,100,507,True,14/04/2023 08:51,R_3ek8ADjtoVDPsKF,,,,,25.9244,-97.4626,anonymous,ES,Clase media-alta,Administra un negocio con empleados,,"Comerciante, empleado en venta o agente de venta",Otra ciudad,Matamoros ,Entre el 5.1 y el 7%,Posgrado,Hombre,Entre 51 y 60,"Si, pero solo cuando se trata de familiares o amigos","Salarios que pagan los vecinos,Salarios que pagan los familiares o amigos",,Su pareja,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Es respetuosa,Es discreta",Por desconfianza,"Cuando los salarios que pagan los vecinos se incrementan o se reducen,Cuando considero que los salarios se han estancado en relación con la inflación  observada","Ella sugiere su salario,Negocia con usted el salario a recibir",De forma irregular,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido",Recomendaciones de conocidos,"Recomendaciones de mis amigos y familiares,Recomendaciones verbales de ex-empleadas,Recomendaciones de vecinos​","Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,"Una o más comidas al día,Aguinaldo,Vacaciones con goce de sueldo","No, porque no brindan un buen servicio",Si lleva trabajando varios años con usted
14/04/2023 08:51,14/04/2023 08:55,IP Address,187.190.193.22,100,250,True,14/04/2023 08:55,R_PB4utjjGnfiZGYV,,,,,19.4326,-99.1332,anonymous,ES,Clase media-baja,Empleado,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 1 y el 3 %,Posgrado,Hombre,Entre 18 y 30 años,Nunca tocamos ese tema,Ingresos de los miembros del hogar,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,"Un pago digno que le permite a la empleada vivir con decoro,Relacionado a sus cualificaciones y desempeño laboral,Justo en tanto que es lo que usted puede pagar","Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Es respetuosa,Realiza tareas diversas (cocina, plancha, etc.)","Por una caída en los ingresos del hogar,Por desconfianza,Por incompetencia,Por un pérdida de empleo entre los miembros del hogar","Cuando considero que los salarios se han estancado en relación con la inflación  observada,Cuando no logra encontrar a la empleada de su conveniencia","Acepta o rechaza la propuesta de trabajo que usted le hace,Ella establece los días, horas y el horario",De forma irregular,"Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Tareas que puede realizar,Experiencia laboral",Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Atención médica en caso de accidentes,Apoyos educativos","Si, porque cobija a mis empleadas","Si los trámites son sencillos,Si lleva trabajando varios años con usted"
14/04/2023 08:51,14/04/2023 08:55,IP Address,187.162.124.31,100,201,True,14/04/2023 08:55,R_1jr0uDUyClryFXR,,,,,19.5058,-99.1158,anonymous,ES,Clase media-alta,Empleado,,"Funcionario, director o jefe",Ciudad de México o área conurbada,,Entre el 7.1 y el 9%,Posgrado,Hombre,Entre 51 y 60,Tanto con familiares como  con vecinos,Salario mínimo,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas",Por desconfianza,Cuando me entero que hay una modificación en los salarios mínimos,Negocia con usted el salario a recibir,De forma irregular,"Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Tareas que puede realizar",Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Transporte,IMSS,Aguinaldo,Vacaciones con goce de sueldo","Si, porque cobija a mis empleadas",Ya la registré o ya está inscrita por el empleador de su cónyuge
14/04/2023 08:54,14/04/2023 09:03,IP Address,201.172.42.134,100,516,True,14/04/2023 09:03,R_3QEqgsNyQn32DR1,,,,,25.6554,-100.3258,anonymous,ES,Clase media-alta,Empleado,,"Funcionario, director o jefe",Ciudad de Monterrey o área conurbada,,Entre el 1 y el 3 %,Posgrado,Mujer,Entre 41 y 50 años,"Si, pero solo cuando se trata de familiares o amigos","Salarios que pagan los familiares o amigos,Salario mínimo",,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Relacionado a sus cualificaciones y desempeño laboral,"Es confiable,Realiza en tiempo y forma las tareas asignadas","Por desconfianza,Por incompetencia","Cuando me entero que hay una modificación en los salarios mínimos,Cuando considero que los salarios se han estancado en relación con la inflación  observada","Acepta o rechaza la propuesta de trabajo que usted le hace,Negocia con usted el salario a recibir",Cada cierto número de meses,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Recomendaciones de conocidos,Experiencia laboral","Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",De planta (pernocta en el hogar) (mas de 48 horas),Una sola,"Una o más comidas al día,Alojamiento,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes,Préstamos personales","No, porque no brindan un buen servicio","Si los trámites son sencillos,A cambio de reducir prestaciones que usted ya ofrece"
14/04/2023 09:02,14/04/2023 09:09,IP Address,189.232.56.128,100,442,True,14/04/2023 09:09,R_27fBKVTn8zPlgH6,,,,,19.4768,-99.2623,anonymous,ES,Clase media-baja,Quehaceres del hogar,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 1 y el 3 %,Licenciatura,Mujer,Más de 61 años,Tanto con familiares como  con vecinos,Salarios que pagan los familiares o amigos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,Realiza en tiempo y forma las tareas asignadas,Por desconfianza,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Negocia con usted el salario a recibir,Al inicio de cada año,Le pregunto a trabajadores conocido,Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,Ninguna,"No, porque no me alcanza para pagarlo",Si la empleada fuera de tiempo completo
